building_archetype,building_loads,hours,indoor_air_heating_set_point_override_K,indoor_air_cooling_set_point_override_K
CZ_res_1850_2021,central_res_UTC+1,h09-10,291.55,293.12
DE_res_1850_2021,central_res_UTC+1,h09-10,291.55,293.12
ES_res_1850_2021,central_res_UTC+1,h09-10,291.55,293.12
FR_res_1850_2021,central_res_UTC+1,h09-10,291.55,293.12
HU_res_1850_2021,central_res_UTC+1,h09-10,291.55,293.12
IT_res_1850_2021,central_res_UTC+1,h09-10,291.55,293.12
NL_res_1850_2021,central_res_UTC+1,h09-10,291.55,293.12
PL_res_1850_2021,central_res_UTC+1,h09-10,291.55,293.12
SI_res_1850_2021,central_res_UTC+1,h09-10,291.55,293.12
HR_res_1850_2021,central_res_UTC+1,h09-10,291.55,293.12
LU_res_1850_2021,central_res_UTC+1,h09-10,291.55,293.12
MT_res_1850_2021,central_res_UTC+1,h09-10,291.55,293.12
SK_res_1850_2021,central_res_UTC+1,h09-10,291.55,293.12
CH_res_1850_2021,central_res_UTC+1,h09-10,291.55,293.12
AT_res_1850_2021,central_res_UTC+1,h10-11,291.4,293.12
BE_res_1850_2021,central_res_UTC+1,h10-11,291.4,293.12
CZ_res_1850_2021,central_res_UTC+1,h10-11,291.4,293.12
DE_res_1850_2021,central_res_UTC+1,h10-11,291.4,293.12
ES_res_1850_2021,central_res_UTC+1,h10-11,291.4,293.12
FR_res_1850_2021,central_res_UTC+1,h10-11,291.4,293.12
HU_res_1850_2021,central_res_UTC+1,h10-11,291.4,293.12
IT_res_1850_2021,central_res_UTC+1,h10-11,291.4,293.12
NL_res_1850_2021,central_res_UTC+1,h10-11,291.4,293.12
PL_res_1850_2021,central_res_UTC+1,h10-11,291.4,293.12
SI_res_1850_2021,central_res_UTC+1,h10-11,291.4,293.12
HR_res_1850_2021,central_res_UTC+1,h10-11,291.4,293.12
LU_res_1850_2021,central_res_UTC+1,h10-11,291.4,293.12
MT_res_1850_2021,central_res_UTC+1,h10-11,291.4,293.12
SK_res_1850_2021,central_res_UTC+1,h10-11,291.4,293.12
CH_res_1850_2021,central_res_UTC+1,h10-11,291.4,293.12
AT_res_1850_2021,central_res_UTC+1,h11-12,291.55,293.12
BE_res_1850_2021,central_res_UTC+1,h11-12,291.55,293.12
CZ_res_1850_2021,central_res_UTC+1,h11-12,291.55,293.12
DE_res_1850_2021,central_res_UTC+1,h11-12,291.55,293.12
ES_res_1850_2021,central_res_UTC+1,h11-12,291.55,293.12
FR_res_1850_2021,central_res_UTC+1,h11-12,291.55,293.12
HU_res_1850_2021,central_res_UTC+1,h11-12,291.55,293.12
IT_res_1850_2021,central_res_UTC+1,h11-12,291.55,293.12
NL_res_1850_2021,central_res_UTC+1,h11-12,291.55,293.12
PL_res_1850_2021,central_res_UTC+1,h11-12,291.55,293.12
SI_res_1850_2021,central_res_UTC+1,h11-12,291.55,293.12
HR_res_1850_2021,central_res_UTC+1,h11-12,291.55,293.12
LU_res_1850_2021,central_res_UTC+1,h11-12,291.55,293.12
MT_res_1850_2021,central_res_UTC+1,h11-12,291.55,293.12
SK_res_1850_2021,central_res_UTC+1,h11-12,291.55,293.12
CH_res_1850_2021,central_res_UTC+1,h11-12,291.55,293.12
AT_res_1850_2021,central_res_UTC+1,h12-13,291.94,293.12
BE_res_1850_2021,central_res_UTC+1,h12-13,291.94,293.12
CZ_res_1850_2021,central_res_UTC+1,h12-13,291.94,293.12
DE_res_1850_2021,central_res_UTC+1,h12-13,291.94,293.12
ES_res_1850_2021,central_res_UTC+1,h12-13,291.94,293.12
FR_res_1850_2021,central_res_UTC+1,h12-13,291.94,293.12
HU_res_1850_2021,central_res_UTC+1,h12-13,291.94,293.12
IT_res_1850_2021,central_res_UTC+1,h12-13,291.94,293.12
NL_res_1850_2021,central_res_UTC+1,h12-13,291.94,293.12
PL_res_1850_2021,central_res_UTC+1,h12-13,291.94,293.12
SI_res_1850_2021,central_res_UTC+1,h12-13,291.94,293.12
HR_res_1850_2021,central_res_UTC+1,h12-13,291.94,293.12
LU_res_1850_2021,central_res_UTC+1,h12-13,291.94,293.12
MT_res_1850_2021,central_res_UTC+1,h12-13,291.94,293.12
SK_res_1850_2021,central_res_UTC+1,h12-13,291.94,293.12
CH_res_1850_2021,central_res_UTC+1,h12-13,291.94,293.12
AT_res_1850_2021,central_res_UTC+1,h13-14,292.45,293.12
BE_res_1850_2021,central_res_UTC+1,h13-14,292.45,293.12
CZ_res_1850_2021,central_res_UTC+1,h13-14,292.45,293.12
DE_res_1850_2021,central_res_UTC+1,h13-14,292.45,293.12
ES_res_1850_2021,central_res_UTC+1,h13-14,292.45,293.12
FR_res_1850_2021,central_res_UTC+1,h13-14,292.45,293.12
HU_res_1850_2021,central_res_UTC+1,h13-14,292.45,293.12
IT_res_1850_2021,central_res_UTC+1,h13-14,292.45,293.12
NL_res_1850_2021,central_res_UTC+1,h13-14,292.45,293.12
PL_res_1850_2021,central_res_UTC+1,h13-14,292.45,293.12
SI_res_1850_2021,central_res_UTC+1,h13-14,292.45,293.12
HR_res_1850_2021,central_res_UTC+1,h13-14,292.45,293.12
LU_res_1850_2021,central_res_UTC+1,h13-14,292.45,293.12
MT_res_1850_2021,central_res_UTC+1,h13-14,292.45,293.12
SK_res_1850_2021,central_res_UTC+1,h13-14,292.45,293.12
CH_res_1850_2021,central_res_UTC+1,h13-14,292.45,293.12
AT_res_1850_2021,central_res_UTC+1,h14-15,292.9,293.12
BE_res_1850_2021,central_res_UTC+1,h14-15,292.9,293.12
CZ_res_1850_2021,central_res_UTC+1,h14-15,292.9,293.12
DE_res_1850_2021,central_res_UTC+1,h14-15,292.9,293.12
ES_res_1850_2021,central_res_UTC+1,h14-15,292.9,293.12
FR_res_1850_2021,central_res_UTC+1,h14-15,292.9,293.12
HU_res_1850_2021,central_res_UTC+1,h14-15,292.9,293.12
IT_res_1850_2021,central_res_UTC+1,h14-15,292.9,293.12
NL_res_1850_2021,central_res_UTC+1,h14-15,292.9,293.12
PL_res_1850_2021,central_res_UTC+1,h14-15,292.9,293.12
SI_res_1850_2021,central_res_UTC+1,h14-15,292.9,293.12
HR_res_1850_2021,central_res_UTC+1,h14-15,292.9,293.12
LU_res_1850_2021,central_res_UTC+1,h14-15,292.9,293.12
MT_res_1850_2021,central_res_UTC+1,h14-15,292.9,293.12
SK_res_1850_2021,central_res_UTC+1,h14-15,292.9,293.12
CH_res_1850_2021,central_res_UTC+1,h14-15,292.9,293.12
AT_res_1850_2021,central_res_UTC+1,h15-16,293.12,293.12
BE_res_1850_2021,central_res_UTC+1,h15-16,293.12,293.12
CZ_res_1850_2021,central_res_UTC+1,h15-16,293.12,293.12
DE_res_1850_2021,central_res_UTC+1,h15-16,293.12,293.12
ES_res_1850_2021,central_res_UTC+1,h15-16,293.12,293.12
FR_res_1850_2021,central_res_UTC+1,h15-16,293.12,293.12
HU_res_1850_2021,central_res_UTC+1,h15-16,293.12,293.12
IT_res_1850_2021,central_res_UTC+1,h15-16,293.12,293.12
NL_res_1850_2021,central_res_UTC+1,h15-16,293.12,293.12
PL_res_1850_2021,central_res_UTC+1,h15-16,293.12,293.12
SI_res_1850_2021,central_res_UTC+1,h15-16,293.12,293.12
HR_res_1850_2021,central_res_UTC+1,h15-16,293.12,293.12
LU_res_1850_2021,central_res_UTC+1,h15-16,293.12,293.12
MT_res_1850_2021,central_res_UTC+1,h15-16,293.12,293.12
SK_res_1850_2021,central_res_UTC+1,h15-16,293.12,293.12
CH_res_1850_2021,central_res_UTC+1,h15-16,293.12,293.12
AT_res_1850_2021,central_res_UTC+1,h16-17,293.0,293.12
BE_res_1850_2021,central_res_UTC+1,h16-17,293.0,293.12
CZ_res_1850_2021,central_res_UTC+1,h16-17,293.0,293.12
DE_res_1850_2021,central_res_UTC+1,h16-17,293.0,293.12
ES_res_1850_2021,central_res_UTC+1,h16-17,293.0,293.12
FR_res_1850_2021,central_res_UTC+1,h16-17,293.0,293.12
HU_res_1850_2021,central_res_UTC+1,h16-17,293.0,293.12
IT_res_1850_2021,central_res_UTC+1,h16-17,293.0,293.12
NL_res_1850_2021,central_res_UTC+1,h16-17,293.0,293.12
PL_res_1850_2021,central_res_UTC+1,h16-17,293.0,293.12
SI_res_1850_2021,central_res_UTC+1,h16-17,293.0,293.12
HR_res_1850_2021,central_res_UTC+1,h16-17,293.0,293.12
LU_res_1850_2021,central_res_UTC+1,h16-17,293.0,293.12
MT_res_1850_2021,central_res_UTC+1,h16-17,293.0,293.12
SK_res_1850_2021,central_res_UTC+1,h16-17,293.0,293.12
CH_res_1850_2021,central_res_UTC+1,h16-17,293.0,293.12
AT_res_1850_2021,central_res_UTC+1,h17-18,292.5,293.12
BE_res_1850_2021,central_res_UTC+1,h17-18,292.5,293.12
CZ_res_1850_2021,central_res_UTC+1,h17-18,292.5,293.12
DE_res_1850_2021,central_res_UTC+1,h17-18,292.5,293.12
ES_res_1850_2021,central_res_UTC+1,h17-18,292.5,293.12
FR_res_1850_2021,central_res_UTC+1,h17-18,292.5,293.12
HU_res_1850_2021,central_res_UTC+1,h17-18,292.5,293.12
IT_res_1850_2021,central_res_UTC+1,h17-18,292.5,293.12
NL_res_1850_2021,central_res_UTC+1,h17-18,292.5,293.12
PL_res_1850_2021,central_res_UTC+1,h17-18,292.5,293.12
SI_res_1850_2021,central_res_UTC+1,h17-18,292.5,293.12
HR_res_1850_2021,central_res_UTC+1,h17-18,292.5,293.12
LU_res_1850_2021,central_res_UTC+1,h17-18,292.5,293.12
MT_res_1850_2021,central_res_UTC+1,h17-18,292.5,293.12
SK_res_1850_2021,central_res_UTC+1,h17-18,292.5,293.12
CH_res_1850_2021,central_res_UTC+1,h17-18,292.5,293.12
AT_res_1850_2021,central_res_UTC+1,h18-19,291.7,293.12
BE_res_1850_2021,central_res_UTC+1,h18-19,291.7,293.12
CZ_res_1850_2021,central_res_UTC+1,h18-19,291.7,293.12
DE_res_1850_2021,central_res_UTC+1,h18-19,291.7,293.12
ES_res_1850_2021,central_res_UTC+1,h18-19,291.7,293.12
FR_res_1850_2021,central_res_UTC+1,h18-19,291.7,293.12
HU_res_1850_2021,central_res_UTC+1,h18-19,291.7,293.12
IT_res_1850_2021,central_res_UTC+1,h18-19,291.7,293.12
NL_res_1850_2021,central_res_UTC+1,h18-19,291.7,293.12
PL_res_1850_2021,central_res_UTC+1,h18-19,291.7,293.12
SI_res_1850_2021,central_res_UTC+1,h18-19,291.7,293.12
HR_res_1850_2021,central_res_UTC+1,h18-19,291.7,293.12
LU_res_1850_2021,central_res_UTC+1,h18-19,291.7,293.12
MT_res_1850_2021,central_res_UTC+1,h18-19,291.7,293.12
SK_res_1850_2021,central_res_UTC+1,h18-19,291.7,293.12
CH_res_1850_2021,central_res_UTC+1,h18-19,291.7,293.12
AT_res_1850_2021,central_res_UTC+1,h19-20,290.75,293.12
BE_res_1850_2021,central_res_UTC+1,h19-20,290.75,293.12
CZ_res_1850_2021,central_res_UTC+1,h19-20,290.75,293.12
DE_res_1850_2021,central_res_UTC+1,h19-20,290.75,293.12
ES_res_1850_2021,central_res_UTC+1,h19-20,290.75,293.12
FR_res_1850_2021,central_res_UTC+1,h19-20,290.75,293.12
HU_res_1850_2021,central_res_UTC+1,h19-20,290.75,293.12
IT_res_1850_2021,central_res_UTC+1,h19-20,290.75,293.12
NL_res_1850_2021,central_res_UTC+1,h19-20,290.75,293.12
PL_res_1850_2021,central_res_UTC+1,h19-20,290.75,293.12
SI_res_1850_2021,central_res_UTC+1,h19-20,290.75,293.12
HR_res_1850_2021,central_res_UTC+1,h19-20,290.75,293.12
LU_res_1850_2021,central_res_UTC+1,h19-20,290.75,293.12
MT_res_1850_2021,central_res_UTC+1,h19-20,290.75,293.12
SK_res_1850_2021,central_res_UTC+1,h19-20,290.75,293.12
CH_res_1850_2021,central_res_UTC+1,h19-20,290.75,293.12
AT_res_1850_2021,central_res_UTC+1,h20-21,289.86,293.12
BE_res_1850_2021,central_res_UTC+1,h20-21,289.86,293.12
CZ_res_1850_2021,central_res_UTC+1,h20-21,289.86,293.12
DE_res_1850_2021,central_res_UTC+1,h20-21,289.86,293.12
ES_res_1850_2021,central_res_UTC+1,h20-21,289.86,293.12
FR_res_1850_2021,central_res_UTC+1,h20-21,289.86,293.12
HU_res_1850_2021,central_res_UTC+1,h20-21,289.86,293.12
IT_res_1850_2021,central_res_UTC+1,h20-21,289.86,293.12
NL_res_1850_2021,central_res_UTC+1,h20-21,289.86,293.12
PL_res_1850_2021,central_res_UTC+1,h20-21,289.86,293.12
SI_res_1850_2021,central_res_UTC+1,h20-21,289.86,293.12
HR_res_1850_2021,central_res_UTC+1,h20-21,289.86,293.12
LU_res_1850_2021,central_res_UTC+1,h20-21,289.86,293.12
MT_res_1850_2021,central_res_UTC+1,h20-21,289.86,293.12
SK_res_1850_2021,central_res_UTC+1,h20-21,289.86,293.12
CH_res_1850_2021,central_res_UTC+1,h20-21,289.86,293.12
AT_res_1850_2021,central_res_UTC+1,h21-22,289.23,293.12
BE_res_1850_2021,central_res_UTC+1,h21-22,289.23,293.12
CZ_res_1850_2021,central_res_UTC+1,h21-22,289.23,293.12
DE_res_1850_2021,central_res_UTC+1,h21-22,289.23,293.12
ES_res_1850_2021,central_res_UTC+1,h21-22,289.23,293.12
FR_res_1850_2021,central_res_UTC+1,h21-22,289.23,293.12
HU_res_1850_2021,central_res_UTC+1,h21-22,289.23,293.12
IT_res_1850_2021,central_res_UTC+1,h21-22,289.23,293.12
NL_res_1850_2021,central_res_UTC+1,h21-22,289.23,293.12
PL_res_1850_2021,central_res_UTC+1,h21-22,289.23,293.12
SI_res_1850_2021,central_res_UTC+1,h21-22,289.23,293.12
HR_res_1850_2021,central_res_UTC+1,h21-22,289.23,293.12
LU_res_1850_2021,central_res_UTC+1,h21-22,289.23,293.12
MT_res_1850_2021,central_res_UTC+1,h21-22,289.23,293.12
SK_res_1850_2021,central_res_UTC+1,h21-22,289.23,293.12
CH_res_1850_2021,central_res_UTC+1,h21-22,289.23,293.12
AT_res_1850_2021,central_res_UTC+1,h22-23,289.0,293.12
BE_res_1850_2021,central_res_UTC+1,h22-23,289.0,293.12
CZ_res_1850_2021,central_res_UTC+1,h22-23,289.0,293.12
DE_res_1850_2021,central_res_UTC+1,h22-23,289.0,293.12
ES_res_1850_2021,central_res_UTC+1,h22-23,289.0,293.12
FR_res_1850_2021,central_res_UTC+1,h22-23,289.0,293.12
HU_res_1850_2021,central_res_UTC+1,h22-23,289.0,293.12
IT_res_1850_2021,central_res_UTC+1,h22-23,289.0,293.12
NL_res_1850_2021,central_res_UTC+1,h22-23,289.0,293.12
PL_res_1850_2021,central_res_UTC+1,h22-23,289.0,293.12
SI_res_1850_2021,central_res_UTC+1,h22-23,289.0,293.12
HR_res_1850_2021,central_res_UTC+1,h22-23,289.0,293.12
LU_res_1850_2021,central_res_UTC+1,h22-23,289.0,293.12
MT_res_1850_2021,central_res_UTC+1,h22-23,289.0,293.12
SK_res_1850_2021,central_res_UTC+1,h22-23,289.0,293.12
CH_res_1850_2021,central_res_UTC+1,h22-23,289.0,293.12
AT_res_1850_2021,central_res_UTC+1,h23-24,289.23,293.12
BE_res_1850_2021,central_res_UTC+1,h23-24,289.23,293.12
CZ_res_1850_2021,central_res_UTC+1,h23-24,289.23,293.12
DE_res_1850_2021,central_res_UTC+1,h23-24,289.23,293.12
ES_res_1850_2021,central_res_UTC+1,h23-24,289.23,293.12
FR_res_1850_2021,central_res_UTC+1,h23-24,289.23,293.12
HU_res_1850_2021,central_res_UTC+1,h23-24,289.23,293.12
IT_res_1850_2021,central_res_UTC+1,h23-24,289.23,293.12
NL_res_1850_2021,central_res_UTC+1,h23-24,289.23,293.12
PL_res_1850_2021,central_res_UTC+1,h23-24,289.23,293.12
SI_res_1850_2021,central_res_UTC+1,h23-24,289.23,293.12
HR_res_1850_2021,central_res_UTC+1,h23-24,289.23,293.12
LU_res_1850_2021,central_res_UTC+1,h23-24,289.23,293.12
MT_res_1850_2021,central_res_UTC+1,h23-24,289.23,293.12
SK_res_1850_2021,central_res_UTC+1,h23-24,289.23,293.12
CH_res_1850_2021,central_res_UTC+1,h23-24,289.23,293.12
BG_res_1850_2021,central_res_UTC+2,h00-01,290.75,293.12
CY_res_1850_2021,central_res_UTC+2,h00-01,290.75,293.12
EL_res_1850_2021,central_res_UTC+2,h00-01,290.75,293.12
RO_res_1850_2021,central_res_UTC+2,h00-01,290.75,293.12
BG_res_1850_2021,central_res_UTC+2,h01-02,291.7,293.12
CY_res_1850_2021,central_res_UTC+2,h01-02,291.7,293.12
EL_res_1850_2021,central_res_UTC+2,h01-02,291.7,293.12
RO_res_1850_2021,central_res_UTC+2,h01-02,291.7,293.12
BG_res_1850_2021,central_res_UTC+2,h02-03,292.5,293.12
CY_res_1850_2021,central_res_UTC+2,h02-03,292.5,293.12
EL_res_1850_2021,central_res_UTC+2,h02-03,292.5,293.12
RO_res_1850_2021,central_res_UTC+2,h02-03,292.5,293.12
BG_res_1850_2021,central_res_UTC+2,h03-04,293.0,293.12
CY_res_1850_2021,central_res_UTC+2,h03-04,293.0,293.12
EL_res_1850_2021,central_res_UTC+2,h03-04,293.0,293.12
RO_res_1850_2021,central_res_UTC+2,h03-04,293.0,293.12
BG_res_1850_2021,central_res_UTC+2,h04-05,293.12,293.12
CY_res_1850_2021,central_res_UTC+2,h04-05,293.12,293.12
EL_res_1850_2021,central_res_UTC+2,h04-05,293.12,293.12
RO_res_1850_2021,central_res_UTC+2,h04-05,293.12,293.12
BG_res_1850_2021,central_res_UTC+2,h05-06,292.9,293.12
CY_res_1850_2021,central_res_UTC+2,h05-06,292.9,293.12
EL_res_1850_2021,central_res_UTC+2,h05-06,292.9,293.12
RO_res_1850_2021,central_res_UTC+2,h05-06,292.9,293.12
BG_res_1850_2021,central_res_UTC+2,h06-07,292.45,293.12
CY_res_1850_2021,central_res_UTC+2,h06-07,292.45,293.12
EL_res_1850_2021,central_res_UTC+2,h06-07,292.45,293.12
RO_res_1850_2021,central_res_UTC+2,h06-07,292.45,293.12
BG_res_1850_2021,central_res_UTC+2,h07-08,291.94,293.12
CY_res_1850_2021,central_res_UTC+2,h07-08,291.94,293.12
EL_res_1850_2021,central_res_UTC+2,h07-08,291.94,293.12
RO_res_1850_2021,central_res_UTC+2,h07-08,291.94,293.12
BG_res_1850_2021,central_res_UTC+2,h08-09,291.55,293.12
CY_res_1850_2021,central_res_UTC+2,h08-09,291.55,293.12
EL_res_1850_2021,central_res_UTC+2,h08-09,291.55,293.12
RO_res_1850_2021,central_res_UTC+2,h08-09,291.55,293.12
BG_res_1850_2021,central_res_UTC+2,h09-10,291.4,293.12
CY_res_1850_2021,central_res_UTC+2,h09-10,291.4,293.12
EL_res_1850_2021,central_res_UTC+2,h09-10,291.4,293.12
RO_res_1850_2021,central_res_UTC+2,h09-10,291.4,293.12
BG_res_1850_2021,central_res_UTC+2,h10-11,291.55,293.12
CY_res_1850_2021,central_res_UTC+2,h10-11,291.55,293.12
EL_res_1850_2021,central_res_UTC+2,h10-11,291.55,293.12
RO_res_1850_2021,central_res_UTC+2,h10-11,291.55,293.12
BG_res_1850_2021,central_res_UTC+2,h11-12,291.94,293.12
CY_res_1850_2021,central_res_UTC+2,h11-12,291.94,293.12
EL_res_1850_2021,central_res_UTC+2,h11-12,291.94,293.12
RO_res_1850_2021,central_res_UTC+2,h11-12,291.94,293.12
BG_res_1850_2021,central_res_UTC+2,h12-13,292.45,293.12
CY_res_1850_2021,central_res_UTC+2,h12-13,292.45,293.12
EL_res_1850_2021,central_res_UTC+2,h12-13,292.45,293.12
RO_res_1850_2021,central_res_UTC+2,h12-13,292.45,293.12
BG_res_1850_2021,central_res_UTC+2,h13-14,292.9,293.12
CY_res_1850_2021,central_res_UTC+2,h13-14,292.9,293.12
EL_res_1850_2021,central_res_UTC+2,h13-14,292.9,293.12
RO_res_1850_2021,central_res_UTC+2,h13-14,292.9,293.12
BG_res_1850_2021,central_res_UTC+2,h14-15,293.12,293.12
CY_res_1850_2021,central_res_UTC+2,h14-15,293.12,293.12
EL_res_1850_2021,central_res_UTC+2,h14-15,293.12,293.12
RO_res_1850_2021,central_res_UTC+2,h14-15,293.12,293.12
BG_res_1850_2021,central_res_UTC+2,h15-16,293.0,293.12
CY_res_1850_2021,central_res_UTC+2,h15-16,293.0,293.12
EL_res_1850_2021,central_res_UTC+2,h15-16,293.0,293.12
RO_res_1850_2021,central_res_UTC+2,h15-16,293.0,293.12
BG_res_1850_2021,central_res_UTC+2,h16-17,292.5,293.12
CY_res_1850_2021,central_res_UTC+2,h16-17,292.5,293.12
EL_res_1850_2021,central_res_UTC+2,h16-17,292.5,293.12
RO_res_1850_2021,central_res_UTC+2,h16-17,292.5,293.12
BG_res_1850_2021,central_res_UTC+2,h17-18,291.7,293.12
CY_res_1850_2021,central_res_UTC+2,h17-18,291.7,293.12
EL_res_1850_2021,central_res_UTC+2,h17-18,291.7,293.12
RO_res_1850_2021,central_res_UTC+2,h17-18,291.7,293.12
BG_res_1850_2021,central_res_UTC+2,h18-19,290.75,293.12
CY_res_1850_2021,central_res_UTC+2,h18-19,290.75,293.12
EL_res_1850_2021,central_res_UTC+2,h18-19,290.75,293.12
RO_res_1850_2021,central_res_UTC+2,h18-19,290.75,293.12
BG_res_1850_2021,central_res_UTC+2,h19-20,289.86,293.12
CY_res_1850_2021,central_res_UTC+2,h19-20,289.86,293.12
EL_res_1850_2021,central_res_UTC+2,h19-20,289.86,293.12
RO_res_1850_2021,central_res_UTC+2,h19-20,289.86,293.12
BG_res_1850_2021,central_res_UTC+2,h20-21,289.23,293.12
CY_res_1850_2021,central_res_UTC+2,h20-21,289.23,293.12
EL_res_1850_2021,central_res_UTC+2,h20-21,289.23,293.12
RO_res_1850_2021,central_res_UTC+2,h20-21,289.23,293.12
BG_res_1850_2021,central_res_UTC+2,h21-22,289.0,293.12
CY_res_1850_2021,central_res_UTC+2,h21-22,289.0,293.12
EL_res_1850_2021,central_res_UTC+2,h21-22,289.0,293.12
RO_res_1850_2021,central_res_UTC+2,h21-22,289.0,293.12
BG_res_1850_2021,central_res_UTC+2,h22-23,289.23,293.12
CY_res_1850_2021,central_res_UTC+2,h22-23,289.23,293.12
EL_res_1850_2021,central_res_UTC+2,h22-23,289.23,293.12
RO_res_1850_2021,central_res_UTC+2,h22-23,289.23,293.12
BG_res_1850_2021,central_res_UTC+2,h23-24,289.86,293.12
CY_res_1850_2021,central_res_UTC+2,h23-24,289.86,293.12
EL_res_1850_2021,central_res_UTC+2,h23-24,289.86,293.12
RO_res_1850_2021,central_res_UTC+2,h23-24,289.86,293.12
,central_res_UTC+3,h00-01,291.7,293.12
,central_res_UTC+3,h01-02,292.5,293.12
,central_res_UTC+3,h02-03,293.0,293.12
,central_res_UTC+3,h03-04,293.12,293.12
,central_res_UTC+3,h04-05,292.9,293.12
,central_res_UTC+3,h05-06,292.45,293.12
,central_res_UTC+3,h06-07,291.94,293.12
,central_res_UTC+3,h07-08,291.55,293.12
,central_res_UTC+3,h08-09,291.4,293.12
,central_res_UTC+3,h09-10,291.55,293.12
,central_res_UTC+3,h10-11,291.94,293.12
,central_res_UTC+3,h11-12,292.45,293.12
,central_res_UTC+3,h12-13,292.9,293.12
,central_res_UTC+3,h13-14,293.12,293.12
,central_res_UTC+3,h14-15,293.0,293.12
,central_res_UTC+3,h15-16,292.5,293.12
,central_res_UTC+3,h16-17,291.7,293.12
,central_res_UTC+3,h17-18,290.75,293.12
,central_res_UTC+3,h18-19,289.86,293.12
,central_res_UTC+3,h19-20,289.23,293.12
,central_res_UTC+3,h20-21,289.0,293.12
,central_res_UTC+3,h21-22,289.23,293.12
,central_res_UTC+3,h22-23,289.86,293.12
,central_res_UTC+3,h23-24,290.75,293.12
DK_nonres_1850_2021,nordic_nonres_UTC+1,h00-01,289.16,291.7
SE_nonres_1850_2021,nordic_nonres_UTC+1,h00-01,289.16,291.7
NO_nonres_1850_2021,nordic_nonres_UTC+1,h00-01,289.16,291.7
DK_nonres_1850_2021,nordic_nonres_UTC+1,h01-02,289.43,291.7
SE_nonres_1850_2021,nordic_nonres_UTC+1,h01-02,289.43,291.7
NO_nonres_1850_2021,nordic_nonres_UTC+1,h01-02,289.43,291.7
DK_nonres_1850_2021,nordic_nonres_UTC+1,h02-03,289.87,291.7
SE_nonres_1850_2021,nordic_nonres_UTC+1,h02-03,289.87,291.7
NO_nonres_1850_2021,nordic_nonres_UTC+1,h02-03,289.87,291.7
DK_nonres_1850_2021,nordic_nonres_UTC+1,h03-04,290.4,291.7
SE_nonres_1850_2021,nordic_nonres_UTC+1,h03-04,290.4,291.7
NO_nonres_1850_2021,nordic_nonres_UTC+1,h03-04,290.4,291.7
DK_nonres_1850_2021,nordic_nonres_UTC+1,h04-05,290.93,291.7
SE_nonres_1850_2021,nordic_nonres_UTC+1,h04-05,290.93,291.7
NO_nonres_1850_2021,nordic_nonres_UTC+1,h04-05,290.93,291.7
DK_nonres_1850_2021,nordic_nonres_UTC+1,h05-06,291.37,291.7
SE_nonres_1850_2021,nordic_nonres_UTC+1,h05-06,291.37,291.7
NO_nonres_1850_2021,nordic_nonres_UTC+1,h05-06,291.37,291.7
DK_nonres_1850_2021,nordic_nonres_UTC+1,h06-07,291.64,291.7
SE_nonres_1850_2021,nordic_nonres_UTC+1,h06-07,291.64,291.7
NO_nonres_1850_2021,nordic_nonres_UTC+1,h06-07,291.64,291.7
DK_nonres_1850_2021,nordic_nonres_UTC+1,h07-08,291.7,291.7
SE_nonres_1850_2021,nordic_nonres_UTC+1,h07-08,291.7,291.7
NO_nonres_1850_2021,nordic_nonres_UTC+1,h07-08,291.7,291.7
DK_nonres_1850_2021,nordic_nonres_UTC+1,h08-09,291.57,291.7
SE_nonres_1850_2021,nordic_nonres_UTC+1,h08-09,291.57,291.7
NO_nonres_1850_2021,nordic_nonres_UTC+1,h08-09,291.57,291.7
DK_nonres_1850_2021,nordic_nonres_UTC+1,h09-10,291.3,291.7
SE_nonres_1850_2021,nordic_nonres_UTC+1,h09-10,291.3,291.7
NO_nonres_1850_2021,nordic_nonres_UTC+1,h09-10,291.3,291.7
DK_nonres_1850_2021,nordic_nonres_UTC+1,h10-11,290.97,291.7
SE_nonres_1850_2021,nordic_nonres_UTC+1,h10-11,290.97,291.7
NO_nonres_1850_2021,nordic_nonres_UTC+1,h10-11,290.97,291.7
DK_nonres_1850_2021,nordic_nonres_UTC+1,h11-12,290.66,291.7
SE_nonres_1850_2021,nordic_nonres_UTC+1,h11-12,290.66,291.7
NO_nonres_1850_2021,nordic_nonres_UTC+1,h11-12,290.66,291.7
DK_nonres_1850_2021,nordic_nonres_UTC+1,h12-13,290.44,291.7
SE_nonres_1850_2021,nordic_nonres_UTC+1,h12-13,290.44,291.7
NO_nonres_1850_2021,nordic_nonres_UTC+1,h12-13,290.44,291.7
DK_nonres_1850_2021,nordic_nonres_UTC+1,h13-14,290.33,291.7
SE_nonres_1850_2021,nordic_nonres_UTC+1,h13-14,290.33,291.7
NO_nonres_1850_2021,nordic_nonres_UTC+1,h13-14,290.33,291.7
DK_nonres_1850_2021,nordic_nonres_UTC+1,h14-15,290.33,291.7
SE_nonres_1850_2021,nordic_nonres_UTC+1,h14-15,290.33,291.7
NO_nonres_1850_2021,nordic_nonres_UTC+1,h14-15,290.33,291.7
DK_nonres_1850_2021,nordic_nonres_UTC+1,h15-16,290.4,291.7
SE_nonres_1850_2021,nordic_nonres_UTC+1,h15-16,290.4,291.7
NO_nonres_1850_2021,nordic_nonres_UTC+1,h15-16,290.4,291.7
DK_nonres_1850_2021,nordic_nonres_UTC+1,h16-17,290.47,291.7
SE_nonres_1850_2021,nordic_nonres_UTC+1,h16-17,290.47,291.7
