building_stock,building_type,building_period,location_id,heat_source,number_of_buildings,average_gross_floor_area_m2_per_building
AmBIENCe_2016_non-residential,EDU,1850-1944,AT,Electricity,278.5714285714286,700.0
AmBIENCe_2016_non-residential,EDU,1850-1944,AT,Gas,278.5714285714286,700.0
AmBIENCe_2016_non-residential,EDU,1850-1944,BE,Electricity,4451.218084144416,1479.3703376287674
AmBIENCe_2016_non-residential,EDU,1850-1944,BE,Gas,4451.218084144416,1479.3703376287674
AmBIENCe_2016_non-residential,EDU,1850-1944,BG,Gas,2522.785898538263,1292.2222222222222
AmBIENCe_2016_non-residential,EDU,1850-1944,CY,Gas,746.307495100138,1200.9384059622146
AmBIENCe_2016_non-residential,EDU,1850-1944,CZ,Gas,3699.8678299081635,1143.6410474596137
AmBIENCe_2016_non-residential,EDU,1850-1944,DE,Electricity,4330.995891769373,2016.8571428571427
AmBIENCe_2016_non-residential,EDU,1850-1944,DE,Gas,4330.995891769373,2016.8571428571427
AmBIENCe_2016_non-residential,EDU,1850-1944,DK,Electricity,1243.7292948414572,1169.911190840033
AmBIENCe_2016_non-residential,EDU,1850-1944,DK,Gas,2487.4585896829144,1169.911190840033
AmBIENCe_2016_non-residential,EDU,1850-1944,EE,Electricity,57.40002951158329,15813.0
AmBIENCe_2016_non-residential,EDU,1850-1944,EE,Gas,114.80005902316658,15813.0
AmBIENCe_2016_non-residential,EDU,1850-1944,EL,Gas,8073.435897435897,4232.8731440479305
AmBIENCe_2016_non-residential,EDU,1850-1944,ES,Gas,20477.029096477796,819.6018299838715
AmBIENCe_2016_non-residential,EDU,1850-1944,FI,Electricity,296.2962962962963,976.8606870229007
AmBIENCe_2016_non-residential,EDU,1850-1944,FI,Gas,592.5925925925926,976.8606870229007
AmBIENCe_2016_non-residential,EDU,1850-1944,FR,Electricity,41086.44743398107,1209.0361445783133
AmBIENCe_2016_non-residential,EDU,1850-1944,FR,Gas,41086.44743398107,1209.0361445783133
AmBIENCe_2016_non-residential,EDU,1850-1944,HR,Gas,1327.8688524590164,598.2738328756375
AmBIENCe_2016_non-residential,EDU,1850-1944,HU,Gas,5160.013357815222,1116.5383221884179
AmBIENCe_2016_non-residential,EDU,1850-1944,IE,Electricity,249.3321460373999,1391.6427084366012
AmBIENCe_2016_non-residential,EDU,1850-1944,IE,Gas,249.3321460373999,1391.6427084366012
AmBIENCe_2016_non-residential,EDU,1850-1944,IT,Gas,18084.986945169716,1255.7377049180327
AmBIENCe_2016_non-residential,EDU,1850-1944,LT,Electricity,247.74193548387098,1291.6666666666667
AmBIENCe_2016_non-residential,EDU,1850-1944,LT,Gas,495.48387096774195,1291.6666666666667
AmBIENCe_2016_non-residential,EDU,1850-1944,LU,Electricity,221.37404580152673,1310.0
AmBIENCe_2016_non-residential,EDU,1850-1944,LU,Gas,221.37404580152673,1310.0
AmBIENCe_2016_non-residential,EDU,1850-1944,LV,Electricity,154.13509989921982,1758.0432187967474
AmBIENCe_2016_non-residential,EDU,1850-1944,LV,Gas,308.27019979843965,1758.0432187967474
AmBIENCe_2016_non-residential,EDU,1850-1944,MT,Gas,69.44935468490952,3513.3515798242274
AmBIENCe_2016_non-residential,EDU,1850-1944,NL,Electricity,5569.663247614955,481.26119078599777
AmBIENCe_2016_non-residential,EDU,1850-1944,NL,Gas,5569.663247614955,481.26119078599777
AmBIENCe_2016_non-residential,EDU,1850-1944,PL,Gas,14336.80147620905,2140.81457625932
AmBIENCe_2016_non-residential,EDU,1850-1944,PT,Gas,5037.089984909857,1325.3684210526314
AmBIENCe_2016_non-residential,EDU,1850-1944,RO,Gas,16614.457831325304,218.36358852933435
AmBIENCe_2016_non-residential,EDU,1850-1944,SE,Electricity,2419.5948739148407,2316.0515103643065
AmBIENCe_2016_non-residential,EDU,1850-1944,SE,Gas,4839.189747829681,2316.0515103643065
AmBIENCe_2016_non-residential,EDU,1850-1944,SI,Gas,107.77183587539879,2226.9268965361025
AmBIENCe_2016_non-residential,EDU,1850-1944,SK,Gas,2619.4018892858894,1985.5199222546164
AmBIENCe_2016_non-residential,EDU,1945-1969,AT,Electricity,2742.826632173467,947.9272111120315
AmBIENCe_2016_non-residential,EDU,1945-1969,AT,Gas,2742.826632173467,947.9272111120315
AmBIENCe_2016_non-residential,EDU,1945-1969,BE,Electricity,560.3290347485828,1766.8190270457944
AmBIENCe_2016_non-residential,EDU,1945-1969,BE,Gas,560.3290347485828,1766.8190270457944
AmBIENCe_2016_non-residential,EDU,1945-1969,BG,Gas,2143.5941530524506,1292.2222222222224
AmBIENCe_2016_non-residential,EDU,1945-1969,CY,Gas,113.87064198110811,1200.9384059622146
AmBIENCe_2016_non-residential,EDU,1945-1969,CZ,Gas,1904.8987021922574,890.9104166857351
AmBIENCe_2016_non-residential,EDU,1945-1969,DE,Electricity,13595.770861994248,2711.8727120553913
AmBIENCe_2016_non-residential,EDU,1945-1969,DE,Gas,13595.770861994248,2711.8727120553913
AmBIENCe_2016_non-residential,EDU,1945-1969,DK,Electricity,1030.7619498343583,1169.9111908400328
AmBIENCe_2016_non-residential,EDU,1945-1969,DK,Gas,2061.5238996687167,1169.9111908400328
AmBIENCe_2016_non-residential,EDU,1945-1969,EE,Electricity,46.796939227218104,15813.0
AmBIENCe_2016_non-residential,EDU,1945-1969,EE,Gas,93.59387845443621,15813.0
AmBIENCe_2016_non-residential,EDU,1945-1969,EL,Gas,1263.589743589743,4232.873144047931
AmBIENCe_2016_non-residential,EDU,1945-1969,ES,Gas,6261.86830015314,819.6018299838715
AmBIENCe_2016_non-residential,EDU,1945-1969,FI,Electricity,1010.1797704136886,1583.750556479384
AmBIENCe_2016_non-residential,EDU,1945-1969,FI,Gas,2020.3595408273773,1583.750556479384
AmBIENCe_2016_non-residential,EDU,1945-1969,FR,Electricity,7340.558046836074,1209.0361445783133
AmBIENCe_2016_non-residential,EDU,1945-1969,FR,Gas,7340.558046836074,1209.0361445783133
AmBIENCe_2016_non-residential,EDU,1945-1969,HR,Gas,409.83606557377044,598.2738328756376
AmBIENCe_2016_non-residential,EDU,1945-1969,HU,Gas,4752.882777781384,1113.994650802158
AmBIENCe_2016_non-residential,EDU,1945-1969,IE,Electricity,356.1887800534284,1391.6427084366014
AmBIENCe_2016_non-residential,EDU,1945-1969,IE,Gas,356.1887800534284,1391.6427084366014
AmBIENCe_2016_non-residential,EDU,1945-1969,IT,Gas,12940.600522193212,1255.7377049180327
AmBIENCe_2016_non-residential,EDU,1945-1969,LT,Electricity,503.2258064516129,1291.6666666666667
AmBIENCe_2016_non-residential,EDU,1945-1969,LT,Gas,1006.4516129032259,1291.6666666666667
AmBIENCe_2016_non-residential,EDU,1945-1969,LU,Electricity,45.80152671755726,1310.0
AmBIENCe_2016_non-residential,EDU,1945-1969,LU,Gas,45.80152671755726,1310.0
AmBIENCe_2016_non-residential,EDU,1945-1969,LV,Electricity,220.07252654560006,1631.8485839496707
AmBIENCe_2016_non-residential,EDU,1945-1969,LV,Gas,440.1450530912001,1631.8485839496707
AmBIENCe_2016_non-residential,EDU,1945-1969,MT,Gas,13.962707828265088,13177.959623814786
AmBIENCe_2016_non-residential,EDU,1945-1969,NL,Electricity,989.7190607120042,469.2203103531566
AmBIENCe_2016_non-residential,EDU,1945-1969,NL,Gas,989.7190607120042,469.2203103531566
AmBIENCe_2016_non-residential,EDU,1945-1969,PL,Gas,14937.868571937803,2140.8145762593203
AmBIENCe_2016_non-residential,EDU,1945-1969,PT,Gas,2796.2036375188627,1325.3684210526314
AmBIENCe_2016_non-residential,EDU,1945-1969,RO,Gas,24500.0,218.36358852933432
AmBIENCe_2016_non-residential,EDU,1945-1969,SE,Electricity,3460.107482430756,2316.0515103643065
AmBIENCe_2016_non-residential,EDU,1945-1969,SE,Gas,6920.214964861512,2316.0515103643065
AmBIENCe_2016_non-residential,EDU,1945-1969,SI,Gas,369.04906032177047,731.6100460046952
AmBIENCe_2016_non-residential,EDU,1945-1969,SK,Gas,2246.58607018746,1985.5199222546164
AmBIENCe_2016_non-residential,EDU,1970-1979,AT,Electricity,757.4360164303486,1188.2191769035862
AmBIENCe_2016_non-residential,EDU,1970-1979,AT,Gas,757.4360164303486,1188.2191769035862
AmBIENCe_2016_non-residential,EDU,1970-1979,BE,Electricity,129.51825875838787,1814.415992407564
AmBIENCe_2016_non-residential,EDU,1970-1979,BE,Gas,129.51825875838787,1814.415992407564
AmBIENCe_2016_non-residential,EDU,1970-1979,BG,Gas,1114.359415305245,1292.2222222222224
AmBIENCe_2016_non-residential,EDU,1970-1979,CY,Gas,26.91057467724121,1200.9384059622146
AmBIENCe_2016_non-residential,EDU,1970-1979,CZ,Gas,564.9418011555614,907.1962247822715
AmBIENCe_2016_non-residential,EDU,1970-1979,DE,Electricity,8210.953173423282,2472.307364473325
AmBIENCe_2016_non-residential,EDU,1970-1979,DE,Gas,8210.953173423282,2472.307364473325
AmBIENCe_2016_non-residential,EDU,1970-1979,DK,Electricity,1090.3928064363463,1169.9111908400328
AmBIENCe_2016_non-residential,EDU,1970-1979,DK,Gas,2180.7856128726926,1169.9111908400328
AmBIENCe_2016_non-residential,EDU,1970-1979,EE,Electricity,46.796939227218104,15813.0
AmBIENCe_2016_non-residential,EDU,1970-1979,EE,Gas,93.59387845443621,15813.0
AmBIENCe_2016_non-residential,EDU,1970-1979,EL,Gas,412.9230769230768,4232.873144047931
AmBIENCe_2016_non-residential,EDU,1970-1979,ES,Gas,1067.6365492598268,819.6018299838714
AmBIENCe_2016_non-residential,EDU,1970-1979,FI,Electricity,453.9744422785359,1275.1387593963054
AmBIENCe_2016_non-residential,EDU,1970-1979,FI,Gas,907.9488845570718,1275.1387593963054
AmBIENCe_2016_non-residential,EDU,1970-1979,FR,Electricity,4342.301943198804,1209.0361445783133
AmBIENCe_2016_non-residential,EDU,1970-1979,FR,Gas,4342.301943198804,1209.0361445783133
AmBIENCe_2016_non-residential,EDU,1970-1979,HR,Gas,598.3606557377049,598.2738328756375
AmBIENCe_2016_non-residential,EDU,1970-1979,HU,Gas,2827.0887954700556,1086.7942220417908
AmBIENCe_2016_non-residential,EDU,1970-1979,IE,Electricity,284.95102404274274,1391.6427084366012
AmBIENCe_2016_non-residential,EDU,1970-1979,IE,Gas,284.95102404274274,1391.6427084366012
AmBIENCe_2016_non-residential,EDU,1970-1979,IT,Gas,7987.336814621412,1255.7377049180327
AmBIENCe_2016_non-residential,EDU,1970-1979,LT,Electricity,480.0,1291.6666666666667
AmBIENCe_2016_non-residential,EDU,1970-1979,LT,Gas,960.0,1291.6666666666667
AmBIENCe_2016_non-residential,EDU,1970-1979,LU,Electricity,30.534351145038165,1310.0
AmBIENCe_2016_non-residential,EDU,1970-1979,LU,Gas,30.534351145038165,1310.0
AmBIENCe_2016_non-residential,EDU,1970-1979,LV,Electricity,164.7308966723818,1605.3249651507513
AmBIENCe_2016_non-residential,EDU,1970-1979,LV,Gas,329.4617933447636,1605.3249651507513
AmBIENCe_2016_non-residential,EDU,1970-1979,MT,Gas,15.902170426932235,7168.832740399217
AmBIENCe_2016_non-residential,EDU,1970-1979,NL,Electricity,1133.5671498811007,488.7373637783395
AmBIENCe_2016_non-residential,EDU,1970-1979,NL,Gas,1133.5671498811007,488.7373637783395
AmBIENCe_2016_non-residential,EDU,1970-1979,PL,Gas,6281.818902768548,2140.81457625932
AmBIENCe_2016_non-residential,EDU,1970-1979,PT,Gas,1121.1976808831705,1325.3684210526314
AmBIENCe_2016_non-residential,EDU,1970-1979,RO,Gas,7716.86746987952,218.36358852933432
AmBIENCe_2016_non-residential,EDU,1970-1979,SE,Electricity,1098.8011575031003,2316.0515103643065
AmBIENCe_2016_non-residential,EDU,1970-1979,SE,Gas,2197.6023150062006,2316.0515103643065
AmBIENCe_2016_non-residential,EDU,1970-1979,SI,Gas,94.3070353406619,6786.344175576626
AmBIENCe_2016_non-residential,EDU,1970-1979,SK,Gas,758.6510694532818,1985.5199222546162
AmBIENCe_2016_non-residential,EDU,1980-1989,AT,Electricity,838.5871447002907,1100.0645619599852
AmBIENCe_2016_non-residential,EDU,1980-1989,AT,Gas,838.5871447002907,1100.0645619599852
AmBIENCe_2016_non-residential,EDU,1980-1989,BE,Electricity,849.1008144714406,1584.0286301424094
AmBIENCe_2016_non-residential,EDU,1980-1989,BE,Gas,849.1008144714406,1584.0286301424094
AmBIENCe_2016_non-residential,EDU,1980-1989,BG,Gas,1191.7454858125536,1292.2222222222222
AmBIENCe_2016_non-residential,EDU,1980-1989,CY,Gas,44.40694021877916,1200.9384059622146
AmBIENCe_2016_non-residential,EDU,1980-1989,CZ,Gas,2108.901387925079,952.0615262802747
AmBIENCe_2016_non-residential,EDU,1980-1989,DE,Electricity,9473.306911545089,2355.038236205656
AmBIENCe_2016_non-residential,EDU,1980-1989,DE,Gas,9473.306911545089,2355.038236205656
AmBIENCe_2016_non-residential,EDU,1980-1989,DK,Electricity,863.2276384287741,1169.911190840033
AmBIENCe_2016_non-residential,EDU,1980-1989,DK,Gas,1726.4552768575481,1169.911190840033
AmBIENCe_2016_non-residential,EDU,1980-1989,EE,Electricity,51.64527076877674,15813.0
AmBIENCe_2016_non-residential,EDU,1980-1989,EE,Gas,103.29054153755348,15813.0
AmBIENCe_2016_non-residential,EDU,1980-1989,EL,Gas,155.69230769230765,4232.8731440479305
AmBIENCe_2016_non-residential,EDU,1980-1989,ES,Gas,5134.252169474223,819.6018299838715
AmBIENCe_2016_non-residential,EDU,1980-1989,FI,Electricity,396.7944552739875,1194.3679372645754
AmBIENCe_2016_non-residential,EDU,1980-1989,FI,Gas,793.588910547975,1194.3679372645754
AmBIENCe_2016_non-residential,EDU,1980-1989,FR,Electricity,9218.086696562033,1209.0361445783133
AmBIENCe_2016_non-residential,EDU,1980-1989,FR,Gas,9218.086696562033,1209.0361445783133
AmBIENCe_2016_non-residential,EDU,1980-1989,HR,Gas,516.3934426229507,598.2738328756376
AmBIENCe_2016_non-residential,EDU,1980-1989,HU,Gas,1796.7672290403539,1129.2422715935497
AmBIENCe_2016_non-residential,EDU,1980-1989,IE,Electricity,908.2813891362424,1391.6427084366014
AmBIENCe_2016_non-residential,EDU,1980-1989,IE,Gas,908.2813891362424,1391.6427084366014
AmBIENCe_2016_non-residential,EDU,1980-1989,IT,Gas,8727.937336814623,1255.7377049180327
AmBIENCe_2016_non-residential,EDU,1980-1989,LT,Electricity,454.1935483870968,1291.6666666666665
AmBIENCe_2016_non-residential,EDU,1980-1989,LT,Gas,908.3870967741937,1291.6666666666665
AmBIENCe_2016_non-residential,EDU,1980-1989,LU,Electricity,57.25190839694656,1310.0
AmBIENCe_2016_non-residential,EDU,1980-1989,LU,Gas,57.25190839694656,1310.0
AmBIENCe_2016_non-residential,EDU,1980-1989,LV,Electricity,165.5634864882781,1636.6903893121855
AmBIENCe_2016_non-residential,EDU,1980-1989,LV,Gas,331.1269729765562,1636.6903893121855
AmBIENCe_2016_non-residential,EDU,1980-1989,MT,Gas,25.986664498932203,3617.2399117963937
AmBIENCe_2016_non-residential,EDU,1980-1989,NL,Electricity,1878.3748861277688,492.29731767997515
AmBIENCe_2016_non-residential,EDU,1980-1989,NL,Gas,1878.3748861277688,492.29731767997515
AmBIENCe_2016_non-residential,EDU,1980-1989,PL,Gas,6884.369892726304,2140.81457625932
AmBIENCe_2016_non-residential,EDU,1980-1989,PT,Gas,2864.1092844094987,1325.3684210526317
AmBIENCe_2016_non-residential,EDU,1980-1989,RO,Gas,7253.012048192772,218.36358852933435
AmBIENCe_2016_non-residential,EDU,1980-1989,SE,Electricity,788.7556841670112,2316.0515103643065
AmBIENCe_2016_non-residential,EDU,1980-1989,SE,Gas,1577.5113683340223,2316.0515103643065
AmBIENCe_2016_non-residential,EDU,1980-1989,SI,Gas,130.52149499511242,4137.249577322273
AmBIENCe_2016_non-residential,EDU,1980-1989,SK,Gas,739.0729773383584,1985.5199222546162
AmBIENCe_2016_non-residential,EDU,1990-1999,AT,Electricity,807.2360842318681,1062.2666859794317
AmBIENCe_2016_non-residential,EDU,1990-1999,AT,Gas,807.2360842318681,1062.2666859794317
AmBIENCe_2016_non-residential,EDU,1990-1999,BE,Electricity,933.8426317890671,1606.2663546707881
AmBIENCe_2016_non-residential,EDU,1990-1999,BE,Gas,933.8426317890671,1606.2663546707881
AmBIENCe_2016_non-residential,EDU,1990-1999,BG,Gas,619.0885640584696,1292.222222222222
AmBIENCe_2016_non-residential,EDU,1990-1999,CY,Gas,30.072758942836334,1200.9384059622146
AmBIENCe_2016_non-residential,EDU,1990-1999,CZ,Gas,4090.601060005507,868.2447957532746
AmBIENCe_2016_non-residential,EDU,1990-1999,DE,Electricity,8964.356848418185,2343.7264217909114
AmBIENCe_2016_non-residential,EDU,1990-1999,DE,Gas,8964.356848418185,2343.7264217909114
AmBIENCe_2016_non-residential,EDU,1990-1999,DK,Electricity,692.853762423095,1169.9111908400328
AmBIENCe_2016_non-residential,EDU,1990-1999,DK,Gas,1385.70752484619,1169.9111908400328
AmBIENCe_2016_non-residential,EDU,1990-1999,EE,Electricity,43.84578089757372,15813.0
AmBIENCe_2016_non-residential,EDU,1990-1999,EE,Gas,87.69156179514744,15813.0
AmBIENCe_2016_non-residential,EDU,1990-1999,EL,Gas,126.35897435897434,4232.8731440479305
AmBIENCe_2016_non-residential,EDU,1990-1999,ES,Gas,5590.096988259317,819.6018299838715
AmBIENCe_2016_non-residential,EDU,1990-1999,FI,Electricity,218.32358674463939,670.1540348964013
AmBIENCe_2016_non-residential,EDU,1990-1999,FI,Gas,436.64717348927877,670.1540348964013
AmBIENCe_2016_non-residential,EDU,1990-1999,FR,Electricity,10897.110114598907,1209.036144578313
AmBIENCe_2016_non-residential,EDU,1990-1999,FR,Gas,10897.110114598907,1209.036144578313
AmBIENCe_2016_non-residential,EDU,1990-1999,HR,Gas,557.377049180328,598.2738328756375
AmBIENCe_2016_non-residential,EDU,1990-1999,HU,Gas,65.65066673318711,441.5112395457872
AmBIENCe_2016_non-residential,EDU,1990-1999,IE,Electricity,1146.9278717720397,1391.6427084366012
AmBIENCe_2016_non-residential,EDU,1990-1999,IE,Gas,1146.9278717720397,1391.6427084366012
AmBIENCe_2016_non-residential,EDU,1990-1999,IT,Gas,3559.6605744125327,1255.7377049180327
AmBIENCe_2016_non-residential,EDU,1990-1999,LT,Electricity,129.0322580645161,1291.6666666666667
AmBIENCe_2016_non-residential,EDU,1990-1999,LT,Gas,258.0645161290322,1291.6666666666667
AmBIENCe_2016_non-residential,EDU,1990-1999,LU,Electricity,64.8854961832061,1309.9999999999998
AmBIENCe_2016_non-residential,EDU,1990-1999,LU,Gas,64.8854961832061,1309.9999999999998
AmBIENCe_2016_non-residential,EDU,1990-1999,LV,Electricity,41.28926680156528,1897.6978868392414
AmBIENCe_2016_non-residential,EDU,1990-1999,LV,Gas,82.57853360313057,1897.6978868392414
AmBIENCe_2016_non-residential,EDU,1990-1999,MT,Gas,44.141689373297005,1223.3333333333335
AmBIENCe_2016_non-residential,EDU,1990-1999,NL,Electricity,760.0296504379716,637.8231989461722
AmBIENCe_2016_non-residential,EDU,1990-1999,NL,Gas,760.0296504379716,637.8231989461722
AmBIENCe_2016_non-residential,EDU,1990-1999,PL,Gas,5895.107073392674,2140.81457625932
AmBIENCe_2016_non-residential,EDU,1990-1999,PT,Gas,2728.2979906282267,1325.3684210526314
AmBIENCe_2016_non-residential,EDU,1990-1999,RO,Gas,6789.1566265060255,218.36358852933432
AmBIENCe_2016_non-residential,EDU,1990-1999,SE,Electricity,550.6407606448945,2316.0515103643065
AmBIENCe_2016_non-residential,EDU,1990-1999,SE,Gas,1101.281521289789,2316.0515103643065
AmBIENCe_2016_non-residential,EDU,1990-1999,SI,Gas,391.5321255810114,1353.6564827560705
AmBIENCe_2016_non-residential,EDU,1990-1999,SK,Gas,92.99593754588615,1985.5199222546162
AmBIENCe_2016_non-residential,EDU,2000-2010,AT,Electricity,707.1095718630276,1124.295344928519
AmBIENCe_2016_non-residential,EDU,2000-2010,AT,Gas,707.1095718630276,1124.295344928519
AmBIENCe_2016_non-residential,EDU,2000-2010,BE,Electricity,1198.9650312041385,1576.3595691375954
AmBIENCe_2016_non-residential,EDU,2000-2010,BE,Gas,1198.9650312041385,1576.3595691375954
AmBIENCe_2016_non-residential,EDU,2000-2010,BG,Gas,758.3834909716251,1292.2222222222222
AmBIENCe_2016_non-residential,EDU,2000-2010,CY,Gas,19.005114013253323,1200.938405962215
AmBIENCe_2016_non-residential,EDU,2000-2010,CZ,Gas,304.69390129303605,1968.8618369051746
AmBIENCe_2016_non-residential,EDU,2000-2010,DE,Electricity,7977.472152545792,2322.164170023239
AmBIENCe_2016_non-residential,EDU,2000-2010,DE,Gas,7977.472152545792,2322.164170023239
AmBIENCe_2016_non-residential,EDU,2000-2010,DK,Electricity,644.5811642214859,1169.9111908400328
AmBIENCe_2016_non-residential,EDU,2000-2010,DK,Gas,1289.1623284429718,1169.9111908400328
AmBIENCe_2016_non-residential,EDU,2000-2010,EE,Electricity,43.52958536225469,15812.999999999996
AmBIENCe_2016_non-residential,EDU,2000-2010,EE,Gas,87.05917072450939,15812.999999999996
AmBIENCe_2016_non-residential,EDU,2000-2010,EL,Gas,561.8461538461538,4232.8731440479305
AmBIENCe_2016_non-residential,EDU,2000-2010,ES,Gas,8349.157733537519,819.6018299838717
AmBIENCe_2016_non-residential,EDU,2000-2010,FI,Electricity,256.443578081005,843.4018465029914
AmBIENCe_2016_non-residential,EDU,2000-2010,FI,Gas,512.88715616201,843.4018465029914
AmBIENCe_2016_non-residential,EDU,2000-2010,FR,Electricity,8494.3697060289,1209.0361445783133
AmBIENCe_2016_non-residential,EDU,2000-2010,FR,Gas,8494.3697060289,1209.0361445783133
AmBIENCe_2016_non-residential,EDU,2000-2010,HR,Gas,459.016393442623,598.2738328756375
AmBIENCe_2016_non-residential,EDU,2000-2010,HU,Gas,598.6871653250394,1420.1766717883565
AmBIENCe_2016_non-residential,EDU,2000-2010,IE,Electricity,755.1202137132681,1391.6427084366014
AmBIENCe_2016_non-residential,EDU,2000-2010,IE,Gas,755.1202137132681,1391.6427084366014
AmBIENCe_2016_non-residential,EDU,2000-2010,IT,Gas,4658.616187989556,1255.7377049180327
AmBIENCe_2016_non-residential,EDU,2000-2010,LT,Electricity,105.80645161290323,1291.6666666666665
AmBIENCe_2016_non-residential,EDU,2000-2010,LT,Gas,211.61290322580646,1291.6666666666665
AmBIENCe_2016_non-residential,EDU,2000-2010,LU,Electricity,53.435114503816784,1310.0
AmBIENCe_2016_non-residential,EDU,2000-2010,LU,Gas,53.435114503816784,1310.0
AmBIENCe_2016_non-residential,EDU,2000-2010,LV,Electricity,176.84541377471584,1753.8110698800733
AmBIENCe_2016_non-residential,EDU,2000-2010,LV,Gas,353.6908275494317,1753.8110698800733
AmBIENCe_2016_non-residential,EDU,2000-2010,MT,Gas,27.792915531335147,1223.3333333333337
AmBIENCe_2016_non-residential,EDU,2000-2010,NL,Electricity,993.0404017856923,553.7971747054705
AmBIENCe_2016_non-residential,EDU,2000-2010,NL,Gas,993.0404017856923,553.7971747054705
AmBIENCe_2016_non-residential,EDU,2000-2010,PL,Gas,3403.963428343443,2140.81457625932
AmBIENCe_2016_non-residential,EDU,2000-2010,PT,Gas,3135.7318719720442,1325.3684210526314
AmBIENCe_2016_non-residential,EDU,2000-2010,RO,Gas,6325.301204819278,218.36358852933432
AmBIENCe_2016_non-residential,EDU,2000-2010,SE,Electricity,549.4005787515501,2316.0515103643065
AmBIENCe_2016_non-residential,EDU,2000-2010,SE,Gas,1098.8011575031003,2316.0515103643065
AmBIENCe_2016_non-residential,EDU,2000-2010,SI,Gas,286.56716417910457,2826.5624999999995
AmBIENCe_2016_non-residential,EDU,2000-2010,SK,Gas,283.88233566638934,1985.5199222546162
AmBIENCe_2016_non-residential,EDU,2011-2021,AT,Electricity,896.2536040127968,814.5016061654543
AmBIENCe_2016_non-residential,EDU,2011-2021,AT,Gas,896.2536040127968,814.5016061654543
AmBIENCe_2016_non-residential,EDU,2011-2021,BE,Electricity,30.126144883965356,2987.4383312782415
AmBIENCe_2016_non-residential,EDU,2011-2021,BE,Gas,30.126144883965356,2987.4383312782415
AmBIENCe_2016_non-residential,EDU,2011-2021,BG,Gas,650.042992261393,1292.2222222222222
AmBIENCe_2016_non-residential,EDU,2011-2021,CY,Gas,19.426475066643874,1200.9384059622146
AmBIENCe_2016_non-residential,EDU,2011-2021,CZ,Gas,185.20180974149918,1246.9226599813876
AmBIENCe_2016_non-residential,EDU,2011-2021,DE,Electricity,5728.795713735244,2344.2972434504004
AmBIENCe_2016_non-residential,EDU,2011-2021,DE,Gas,5728.795713735244,2344.2972434504004
AmBIENCe_2016_non-residential,EDU,2011-2021,DK,Electricity,434.4533838144817,1169.911190840033
AmBIENCe_2016_non-residential,EDU,2011-2021,DK,Gas,868.9067676289634,1169.911190840033
AmBIENCe_2016_non-residential,EDU,2011-2021,EE,Electricity,43.31878833870866,15812.999999999998
AmBIENCe_2016_non-residential,EDU,2011-2021,EE,Gas,86.63757667741731,15812.999999999998
AmBIENCe_2016_non-residential,EDU,2011-2021,EL,Gas,406.153846153846,4232.8731440479305
AmBIENCe_2016_non-residential,EDU,2011-2021,ES,Gas,119.95916283818265,819.6018299838714
AmBIENCe_2016_non-residential,EDU,2011-2021,FI,Electricity,34.65453757851419,1835.6393129770993
AmBIENCe_2016_non-residential,EDU,2011-2021,FI,Gas,69.30907515702837,1835.6393129770993
AmBIENCe_2016_non-residential,EDU,2011-2021,FR,Electricity,1621.1260587942204,1209.036144578313
AmBIENCe_2016_non-residential,EDU,2011-2021,FR,Gas,1621.1260587942204,1209.036144578313
AmBIENCe_2016_non-residential,EDU,2011-2021,HR,Gas,131.14754098360655,598.2738328756375
AmBIENCe_2016_non-residential,EDU,2011-2021,HU,Gas,311.0113413011347,1149.4369343887647
AmBIENCe_2016_non-residential,EDU,2011-2021,IE,Electricity,299.19857524487986,1391.6427084366012
AmBIENCe_2016_non-residential,EDU,2011-2021,IE,Gas,299.19857524487986,1391.6427084366012
AmBIENCe_2016_non-residential,EDU,2011-2021,IT,Gas,5040.861618798956,1255.7377049180327
AmBIENCe_2016_non-residential,EDU,2011-2021,LT,Electricity,80.0,1291.6666666666665
AmBIENCe_2016_non-residential,EDU,2011-2021,LT,Gas,160.0,1291.6666666666665
AmBIENCe_2016_non-residential,EDU,2011-2021,LU,Electricity,26.7175572519084,1310.0
AmBIENCe_2016_non-residential,EDU,2011-2021,LU,Gas,26.7175572519084,1310.0
AmBIENCe_2016_non-residential,EDU,2011-2021,LV,Electricity,174.56330981823922,1683.2264417431986
AmBIENCe_2016_non-residential,EDU,2011-2021,LV,Gas,349.12661963647844,1683.2264417431986
AmBIENCe_2016_non-residential,EDU,2011-2021,MT,Gas,8.174386920980925,1223.3333333333335
AmBIENCe_2016_non-residential,EDU,2011-2021,NL,Electricity,176.0620543386445,624.7149289982955
AmBIENCe_2016_non-residential,EDU,2011-2021,NL,Gas,176.0620543386445,624.7149289982955
AmBIENCe_2016_non-residential,EDU,2011-2021,PL,Gas,3260.070654622188,2140.81457625932
AmBIENCe_2016_non-residential,EDU,2011-2021,PT,Gas,1317.3695496783419,1325.3684210526314
AmBIENCe_2016_non-residential,EDU,2011-2021,RO,Gas,801.2048192771086,218.36358852933432
AmBIENCe_2016_non-residential,EDU,2011-2021,SE,Electricity,132.6994625878462,2316.0515103643065
AmBIENCe_2016_non-residential,EDU,2011-2021,SE,Gas,265.3989251756924,2316.0515103643065
AmBIENCe_2016_non-residential,EDU,2011-2021,SI,Gas,100.0,3200.0
AmBIENCe_2016_non-residential,EDU,2011-2021,SK,Gas,259.4097205227351,1985.5199222546164
