building_type,building_period,location_id,structure_type,design_U_value_W_m2K,effective_thermal_mass_J_m2K,linear_thermal_bridges_W_mK,external_U_value_to_ambient_air_W_m2K,external_U_value_to_ground_W_m2K,internal_U_value_to_structure_W_m2K,total_U_value_W_m2K
EDU,1970-1979,NL,light_partition_wall,1.6,678345.9525417218,0.0,1.4657383657017222,0.0,3.6663611365719526,1.0471204188481675
EDU,1970-1979,NL,partition_wall,1.6,678345.9525417218,0.0,1.4657383657017222,0.0,3.6663611365719526,1.0471204188481675
EDU,1970-1979,NL,roof,1.2,1411224.4160557722,0.0,1.506024096385542,0.0,5.905511811023622,1.2
EDU,1970-1979,NL,separating_floor,1.5,690899.0289029996,0.0,1.3853613484183793,0.0,3.6385688295936935,1.0033444816053512
EDU,1970-1979,NO,base_floor,1.15,1007220.0364558791,0.0,0.0,0.33514716913687664,4.167421634354049,0.31020060421301016
EDU,1970-1979,NO,exterior_wall,0.4,833307.8879670859,0.0,0.4679457182966776,0.0,2.7548209366391188,0.4
EDU,1970-1979,NO,light_exterior_wall,0.4,833307.8879670859,0.0,0.4679457182966776,0.0,2.7548209366391188,0.4
EDU,1970-1979,NO,light_partition_wall,0.4,611935.8685213559,0.0,0.405926527298559,0.0,2.728512960436562,0.353356890459364
EDU,1970-1979,NO,partition_wall,0.4,611935.8685213559,0.0,0.405926527298559,0.0,2.728512960436562,0.353356890459364
EDU,1970-1979,NO,roof,1.0,1379588.103408438,0.0,1.2285012285012284,0.0,5.376344086021505,1.0
EDU,1970-1979,NO,separating_floor,1.15,726948.0334329951,0.0,1.0933897459057307,0.0,3.509039591120604,0.8336353751359189
EDU,1970-1979,PL,base_floor,1.15,1007220.0364558791,0.0,0.0,0.33514716913687664,4.167421634354049,0.31020060421301016
EDU,1970-1979,PL,exterior_wall,0.925,942069.7378009447,0.0,1.1628272415852166,0.0,4.522674489671189,0.9250000000000002
EDU,1970-1979,PL,light_exterior_wall,0.925,942069.7378009447,0.0,1.1628272415852166,0.0,4.522674489671189,0.9250000000000002
EDU,1970-1979,PL,light_partition_wall,0.925,651337.7667720694,0.0,0.8964372675622966,0.0,3.3834758355813634,0.7086764987550279
EDU,1970-1979,PL,partition_wall,0.925,651337.7667720694,0.0,0.8964372675622966,0.0,3.3834758355813634,0.7086764987550279
EDU,1970-1979,PL,roof,1.0,1379588.103408438,0.0,1.2285012285012284,0.0,5.376344086021505,1.0
EDU,1970-1979,PL,separating_floor,1.15,726948.0334329951,0.0,1.0933897459057307,0.0,3.509039591120604,0.8336353751359189
EDU,1970-1979,PT,base_floor,1.7375,847404.5196877316,0.0,0.0,0.37486305703688416,4.74937643079236,0.34744000004183195
EDU,1970-1979,PT,exterior_wall,1.6,563843.483216831,0.0,2.2246941045606228,0.0,5.698005698005698,1.6
EDU,1970-1979,PT,light_exterior_wall,1.6,563843.483216831,0.0,2.2246941045606228,0.0,5.698005698005698,1.6
EDU,1970-1979,PT,light_partition_wall,1.6,478045.79445727053,0.0,1.4657383657017222,0.0,3.6663611365719526,1.0471204188481675
EDU,1970-1979,PT,partition_wall,1.6,478045.79445727053,0.0,1.4657383657017222,0.0,3.6663611365719526,1.0471204188481675
EDU,1970-1979,PT,roof,2.8,644526.9921412605,0.0,4.247572815533982,0.0,8.215962441314554,2.8000000000000003
EDU,1970-1979,PT,separating_floor,1.7375,659498.9078872618,0.0,1.574152194470083,0.0,3.699908167746916,1.1043139747358388
EDU,1970-1979,RO,base_floor,1.175,1001475.6518758064,0.0,0.0,0.3373429842683556,4.199803413457242,0.3122610761570973
EDU,1970-1979,RO,exterior_wall,1.5,607106.4158047305,0.0,2.0533880903490758,0.0,5.565862708719852,1.4999999999999998
EDU,1970-1979,RO,light_exterior_wall,1.5,607106.4158047305,0.0,2.0533880903490758,0.0,5.565862708719852,1.4999999999999998
EDU,1970-1979,RO,light_partition_wall,1.5,503568.24727907294,0.0,1.385361348418379,0.0,3.6385688295936935,1.0033444816053512
EDU,1970-1979,RO,partition_wall,1.5,503568.24727907294,0.0,1.385361348418379,0.0,3.6385688295936935,1.0033444816053512
EDU,1970-1979,RO,roof,1.15,1409179.3674871952,0.0,1.4355261515416302,0.0,5.781799899446957,1.15
EDU,1970-1979,RO,separating_floor,1.175,724779.5226171216,0.0,1.1148139802417012,0.0,3.5204673982247856,0.8466942893172401
EDU,1970-1979,SE,base_floor,1.15,1007220.0364558791,0.0,0.0,0.33514716913687664,4.167421634354049,0.31020060421301016
EDU,1970-1979,SE,exterior_wall,0.4,833307.8879670859,0.0,0.4679457182966776,0.0,2.7548209366391188,0.4
EDU,1970-1979,SE,light_exterior_wall,0.4,833307.8879670859,0.0,0.4679457182966776,0.0,2.7548209366391188,0.4
EDU,1970-1979,SE,light_partition_wall,0.4,611935.8685213559,0.0,0.405926527298559,0.0,2.728512960436562,0.353356890459364
EDU,1970-1979,SE,partition_wall,0.4,611935.8685213559,0.0,0.405926527298559,0.0,2.728512960436562,0.353356890459364
EDU,1970-1979,SE,roof,1.0,1379588.103408438,0.0,1.2285012285012284,0.0,5.376344086021505,1.0
EDU,1970-1979,SE,separating_floor,1.15,726948.0334329951,0.0,1.0933897459057307,0.0,3.509039591120604,0.8336353751359189
EDU,1970-1979,SI,base_floor,0.7,980220.8152818069,0.0,0.0,0.2790678602937648,3.7879591706809834,0.2599190151900048
EDU,1970-1979,SI,exterior_wall,0.54,1064615.531157497,0.0,0.6326601498536198,0.0,3.686983902580085,0.54
EDU,1970-1979,SI,light_exterior_wall,0.54,1064615.531157497,0.0,0.6326601498536198,0.0,3.686983902580085,0.54
EDU,1970-1979,SI,light_partition_wall,0.54,687966.283199553,0.0,0.7487807842296,0.0,3.25593107924539,0.6087775375678077
EDU,1970-1979,SI,partition_wall,0.54,687966.283199553,0.0,0.7487807842296,0.0,3.25593107924539,0.6087775375678077
EDU,1970-1979,SI,roof,0.54,1329539.2698086621,0.0,0.6108294143919293,0.0,4.65693365677787,0.54
EDU,1970-1979,SI,separating_floor,0.7,716583.4535130999,0.0,1.190120995634556,0.0,3.557885400212277,0.8918088481426893
EDU,1970-1979,SK,base_floor,1.42,939512.0709778187,0.0,0.0,0.35610830135393456,4.475824245098657,0.3298634974221649
EDU,1970-1979,SK,exterior_wall,0.85,997189.007750766,0.0,1.0572796815722374,0.0,4.335628666156593,0.8500000000000001
EDU,1970-1979,SK,light_exterior_wall,0.85,997189.007750766,0.0,1.0572796815722374,0.0,4.335628666156593,0.8500000000000001
EDU,1970-1979,SK,light_partition_wall,0.85,668745.8696014934,0.0,0.8290862981296789,0.0,3.3297424346293214,0.6638032018742679
EDU,1970-1979,SK,partition_wall,0.85,668745.8696014934,0.0,0.8290862981296789,0.0,3.3297424346293214,0.6638032018742679
EDU,1970-1979,SK,roof,1.6,1196711.2266091907,0.0,2.098635886673662,0.0,6.734006734006733,1.5999999999999996
EDU,1970-1979,SK,separating_floor,1.42,700224.2969055525,0.0,1.320107467903725,0.0,3.613875244954572,0.9669072586136457
EDU,1970-1979,UK,base_floor,1.4,944921.2259380579,0.0,0.0,0.3547401648355942,4.455760661998727,0.3285806049316418
EDU,1970-1979,UK,exterior_wall,1.3,1165105.1608006326,0.0,1.7261983800292127,0.0,5.265289590927501,1.3
EDU,1970-1979,UK,light_exterior_wall,1.3,1165105.1608006326,0.0,1.7261983800292127,0.0,5.265289590927501,1.3
EDU,1970-1979,UK,light_partition_wall,1.3,713004.6395678923,0.0,1.2205999718323086,0.0,3.5719192196730316,0.9097270818754374
EDU,1970-1979,UK,partition_wall,1.3,713004.6395678923,0.0,1.2205999718323086,0.0,3.5719192196730316,0.9097270818754374
EDU,1970-1979,UK,roof,0.8,1333811.246401699,0.0,0.9388403787269815,0.0,5.409610013082063,0.8
EDU,1970-1979,UK,separating_floor,1.4,702455.1314339557,0.0,1.303659558618121,0.0,3.6073177016232933,0.957592339261286
EDU,1980-1989,AT,base_floor,0.6,811549.4197309893,0.0,0.0,0.2602837854014709,3.7980339588918675,0.24359025541895946
EDU,1980-1989,AT,exterior_wall,0.48,447185.12292001996,0.0,0.5404718000890189,0.0,4.290040376850605,0.48
EDU,1980-1989,AT,light_exterior_wall,0.48,447185.12292001996,0.0,0.5404718000890189,0.0,4.290040376850605,0.48
EDU,1980-1989,AT,light_partition_wall,0.48,400043.1637415971,0.0,2.556262843967722,0.0,3.8845304288216926,1.541717049576784
EDU,1980-1989,AT,partition_wall,0.48,400043.1637415971,0.0,2.556262843967722,0.0,3.8845304288216926,1.541717049576784
EDU,1980-1989,AT,roof,0.4,1283343.118113068,0.0,0.44352068458722144,0.0,4.076412756774039,0.4
EDU,1980-1989,AT,separating_floor,0.6,642071.3685988446,0.0,1.6645723517796238,0.0,3.724938830661359,1.1504624407850215
EDU,1980-1989,BE,base_floor,0.9,947394.3468954558,0.0,0.0,0.3074418240282363,4.08992488438611,0.2859470337527415
EDU,1980-1989,BE,exterior_wall,1.8,939077.120755626,0.0,2.5839793281653747,0.0,5.932762030323006,1.7999999999999998
EDU,1980-1989,BE,light_exterior_wall,1.8,939077.120755626,0.0,2.5839793281653747,0.0,5.932762030323006,1.7999999999999998
EDU,1980-1989,BE,light_partition_wall,1.8,650346.2468421918,0.0,1.6226449112052646,0.0,3.713637301423561,1.1292346298619824
EDU,1980-1989,BE,partition_wall,1.8,650346.2468421918,0.0,1.6226449112052646,0.0,3.713637301423561,1.1292346298619824
EDU,1980-1989,BE,roof,1.2,603602.180742213,0.0,1.4520292557005592,0.0,6.913622396722431,1.2
EDU,1980-1989,BE,separating_floor,0.9,703455.8265437024,0.0,1.2961652991981565,0.0,3.6042827359568426,0.9533304255716866
EDU,1980-1989,BG,base_floor,0.71,1058229.7373098964,0.0,0.0,0.2831618153407675,3.40315390883382,0.26141093460603815
EDU,1980-1989,BG,exterior_wall,1.24,739113.5826833206,0.0,1.63183660577986,0.0,5.164084624354489,1.24
EDU,1980-1989,BG,light_exterior_wall,1.24,739113.5826833206,0.0,1.63183660577986,0.0,5.164084624354489,1.24
EDU,1980-1989,BG,light_partition_wall,1.24,571576.1939204951,0.0,1.1700983260044917,0.0,3.548331711783895,0.8799318762418393
EDU,1980-1989,BG,partition_wall,1.24,571576.1939204951,0.0,1.1700983260044917,0.0,3.548331711783895,0.8799318762418393
EDU,1980-1989,BG,roof,1.05,1383752.631238076,0.0,1.2967765839199703,0.0,5.5176037834997365,1.05
EDU,1980-1989,BG,separating_floor,0.71,745443.7818488252,0.0,0.7010026312281861,0.0,3.2059241866660644,0.5752248237867617
EDU,1980-1989,CH,base_floor,0.6,811549.4197309893,0.0,0.0,0.2602837854014709,3.7980339588918675,0.24359025541895946
EDU,1980-1989,CH,exterior_wall,0.48,447185.12292001996,0.0,0.5404718000890189,0.0,4.290040376850605,0.48
EDU,1980-1989,CH,light_exterior_wall,0.48,447185.12292001996,0.0,0.5404718000890189,0.0,4.290040376850605,0.48
EDU,1980-1989,CH,light_partition_wall,0.48,400043.1637415971,0.0,2.556262843967722,0.0,3.8845304288216926,1.541717049576784
EDU,1980-1989,CH,partition_wall,0.48,400043.1637415971,0.0,2.556262843967722,0.0,3.8845304288216926,1.541717049576784
EDU,1980-1989,CH,roof,0.4,1283343.118113068,0.0,0.44352068458722144,0.0,4.076412756774039,0.4
EDU,1980-1989,CH,separating_floor,0.6,642071.3685988446,0.0,1.6645723517796238,0.0,3.724938830661359,1.1504624407850215
EDU,1980-1989,CY,base_floor,0.77,1059070.1785003745,0.0,0.0,0.29220662807293407,3.535191221706992,0.26989781230802384
EDU,1980-1989,CY,exterior_wall,1.6,563843.483216831,0.0,2.2246941045606228,0.0,5.698005698005698,1.6
EDU,1980-1989,CY,light_exterior_wall,1.6,563843.483216831,0.0,2.2246941045606228,0.0,5.698005698005698,1.6
EDU,1980-1989,CY,light_partition_wall,1.6,478045.79445727053,0.0,1.4657383657017222,0.0,3.6663611365719526,1.0471204188481675
EDU,1980-1989,CY,partition_wall,1.6,478045.79445727053,0.0,1.4657383657017222,0.0,3.6663611365719526,1.0471204188481675
EDU,1980-1989,CY,roof,3.5,446484.9119858635,0.0,5.843071786310518,0.0,8.728179551122194,3.5
EDU,1980-1989,CY,separating_floor,0.77,745737.3787831094,0.0,0.7562773475290847,0.0,3.263334110317645,0.6139861255083326
EDU,1980-1989,CZ,base_floor,0.7,1057564.793982253,0.0,0.0,0.28157155744257867,3.380009657170449,0.2599190151900048
EDU,1980-1989,CZ,exterior_wall,0.7,1051526.9362517584,0.0,0.8527226215129736,0.0,3.9084310441094354,0.7000000000000001
EDU,1980-1989,CZ,light_exterior_wall,0.7,1051526.9362517584,0.0,0.8527226215129736,0.0,3.9084310441094354,0.7000000000000001
EDU,1980-1989,CZ,light_partition_wall,0.7,684420.8286760092,0.0,0.6917337813133061,0.0,3.195617438940881,0.5686433793663689
EDU,1980-1989,CZ,partition_wall,0.7,684420.8286760092,0.0,0.6917337813133061,0.0,3.195617438940881,0.5686433793663689
EDU,1980-1989,CZ,roof,0.16,989533.8494268634,0.0,0.17163745786665596,0.0,2.3597931415373794,0.16
EDU,1980-1989,CZ,separating_floor,0.7,745211.2429179626,0.0,0.691733781313306,0.0,3.195617438940881,0.5686433793663688
EDU,1980-1989,DE,base_floor,0.4,1055970.6657586235,0.0,0.0,0.21478209548819968,3.0039835433945012,0.20045009567279368
EDU,1980-1989,DE,exterior_wall,1.2,1208208.9033131083,0.0,1.5698587127158556,0.0,5.093378607809846,1.2
EDU,1980-1989,DE,light_exterior_wall,1.2,1208208.9033131083,0.0,1.5698587127158556,0.0,5.093378607809846,1.2
EDU,1980-1989,DE,light_partition_wall,1.2,722549.200465586,0.0,1.1361484567316795,0.0,3.531489111241907,0.8595988538681948
EDU,1980-1989,DE,partition_wall,1.2,722549.200465586,0.0,1.1361484567316795,0.0,3.531489111241907,0.8595988538681948
EDU,1980-1989,DE,roof,0.5,996062.9540340131,0.0,0.5590285145347413,0.0,4.73524125535739,0.5
EDU,1980-1989,DE,separating_floor,0.4,744642.1066422412,0.0,0.8838335318756483,0.0,3.3739181458119405,0.7003654080389767
EDU,1980-1989,DK,base_floor,0.4,1059605.5068493518,0.0,0.0,0.21484061132458987,2.9925835971722248,0.20045009567279368
EDU,1980-1989,DK,exterior_wall,0.35,1058315.864078317,0.0,0.39426725175244115,0.0,3.1172827011052178,0.35
EDU,1980-1989,DK,light_exterior_wall,0.35,1058315.864078317,0.0,0.39426725175244115,0.0,3.1172827011052178,0.35
EDU,1980-1989,DK,light_partition_wall,0.35,686247.824606758,0.0,0.7562773475290847,0.0,3.263334110317645,0.6139861255083326
EDU,1980-1989,DK,partition_wall,0.35,686247.824606758,0.0,0.7562773475290847,0.0,3.263334110317645,0.6139861255083326
EDU,1980-1989,DK,roof,0.23,1136528.9773773514,0.0,0.2490526335889684,0.0,3.0065190440984235,0.23
EDU,1980-1989,DK,separating_floor,0.4,745914.4199439567,0.0,0.8654045138997761,0.0,3.359544270516347,0.6881420165553007
EDU,1980-1989,EE,base_floor,1.1,1018354.3017511403,0.0,0.0,0.33056952386398664,4.099888184867686,0.3059047561826931
EDU,1980-1989,EE,exterior_wall,0.4,833307.8879670859,0.0,0.4679457182966776,0.0,2.7548209366391188,0.4
EDU,1980-1989,EE,light_exterior_wall,0.4,833307.8879670859,0.0,0.4679457182966776,0.0,2.7548209366391188,0.4
EDU,1980-1989,EE,light_partition_wall,0.4,611935.8685213559,0.0,0.405926527298559,0.0,2.728512960436562,0.353356890459364
EDU,1980-1989,EE,partition_wall,0.4,611935.8685213559,0.0,0.405926527298559,0.0,2.728512960436562,0.353356890459364
EDU,1980-1989,EE,roof,1.0,1379588.103408438,0.0,1.2285012285012284,0.0,5.376344086021505,1.0
EDU,1980-1989,EE,separating_floor,1.1,731100.943650341,0.0,1.0502697283620568,0.0,3.484872485347695,0.8070432868672048
EDU,1980-1989,EL,base_floor,0.77,1065230.5972078417,0.0,0.0,0.29186639418373633,3.5857617811694498,0.26989781230802384
EDU,1980-1989,EL,exterior_wall,2.1,155604.63706853494,0.0,3.0756194391702105,0.0,6.620205136288407,2.1
EDU,1980-1989,EL,light_exterior_wall,2.1,155604.63706853494,0.0,3.0756194391702105,0.0,6.620205136288407,2.1
EDU,1980-1989,EL,light_partition_wall,2.1,150949.55716704045,0.0,2.7845787377523523,0.0,3.910172433284346,1.6263760579742217
EDU,1980-1989,EL,partition_wall,2.1,150949.55716704045,0.0,2.7845787377523523,0.0,3.910172433284346,1.6263760579742217
EDU,1980-1989,EL,roof,0.7,1384971.8355814298,0.0,0.8168147143336396,0.0,4.89467703872039,0.7
EDU,1980-1989,EL,separating_floor,0.77,747878.1815234482,0.0,0.8022666526859307,0.0,3.306378597251293,0.6456136094421213
EDU,1980-1989,ES,base_floor,0.8,1064425.7819526796,0.0,0.0,0.2964347842083682,3.597122302158273,0.27386581209894345
EDU,1980-1989,ES,exterior_wall,2.0,423759.32074250217,0.0,2.967359050445104,0.0,6.134969325153374,2.0
EDU,1980-1989,ES,light_exterior_wall,2.0,423759.32074250217,0.0,2.967359050445104,0.0,6.134969325153374,2.0
EDU,1980-1989,ES,light_partition_wall,2.0,383505.5312626001,0.0,1.774622892635315,0.0,3.7523452157598496,1.2048192771084336
EDU,1980-1989,ES,partition_wall,2.0,383505.5312626001,0.0,1.774622892635315,0.0,3.7523452157598496,1.2048192771084336
EDU,1980-1989,ES,roof,1.0,782440.4715553307,0.0,1.1856604826335613,0.0,6.3861758076634105,1.0
EDU,1980-1989,ES,separating_floor,0.8,747600.0324195281,0.0,0.7836990595611285,0.0,3.2894736842105265,0.6329113924050632
EDU,1980-1989,FI,base_floor,1.1,1018354.3017511403,0.0,0.0,0.33056952386398664,4.099888184867686,0.3059047561826931
EDU,1980-1989,FI,exterior_wall,0.5,943404.2114554252,0.0,0.5927682276229994,0.0,3.1948881789137373,0.5
EDU,1980-1989,FI,light_exterior_wall,0.5,943404.2114554252,0.0,0.5927682276229994,0.0,3.1948881789137373,0.5
EDU,1980-1989,FI,light_partition_wall,0.5,651778.319656558,0.0,0.5028916268544129,0.0,2.928257686676427,0.4291845493562232
EDU,1980-1989,FI,partition_wall,0.5,651778.319656558,0.0,0.5028916268544129,0.0,2.928257686676427,0.4291845493562232
EDU,1980-1989,FI,roof,1.0,1379588.103408438,0.0,1.2285012285012284,0.0,5.376344086021505,1.0
EDU,1980-1989,FI,separating_floor,1.1,731100.943650341,0.0,1.0502697283620568,0.0,3.484872485347695,0.8070432868672048
EDU,1980-1989,FR,base_floor,1.2,897546.7605182574,0.0,0.0,0.3383541930645383,4.414437808361464,0.31426654943738064
EDU,1980-1989,FR,exterior_wall,1.42,235427.96635856753,0.0,1.8388128547876266,0.0,6.234560911752539,1.42
EDU,1980-1989,FR,light_exterior_wall,1.42,235427.96635856753,0.0,1.8388128547876266,0.0,6.234560911752539,1.42
EDU,1980-1989,FR,light_partition_wall,1.42,222270.852369108,0.0,3.124862462039523,0.0,3.941897195087385,1.743074219557577
EDU,1980-1989,FR,partition_wall,1.42,222270.852369108,0.0,3.124862462039523,0.0,3.941897195087385,1.743074219557577
EDU,1980-1989,FR,roof,0.8,297125.52914406004,0.0,0.9174687213291025,0.0,6.248258845067059,0.8
EDU,1980-1989,FR,separating_floor,1.2,682313.5738308444,0.0,1.4411461350438701,0.0,3.658142954488398,1.0338536387593755
EDU,1980-1989,HR,base_floor,1.1,236063.9600163778,0.0,0.0,0.32690070438194413,4.762846589299364,0.305904756182693
EDU,1980-1989,HR,exterior_wall,0.7,205757.4790659865,0.0,0.813988982077707,0.0,4.998661072926894,0.7000000000000001
EDU,1980-1989,HR,light_exterior_wall,0.7,205757.4790659865,0.0,0.813988982077707,0.0,4.998661072926894,0.7000000000000001
EDU,1980-1989,HR,light_partition_wall,0.7,185357.77937611015,0.0,2.594875121634771,0.0,3.889158969372873,1.5564202334630348
EDU,1980-1989,HR,partition_wall,0.7,185357.77937611015,0.0,2.594875121634771,0.0,3.889158969372873,1.5564202334630348
EDU,1980-1989,HR,roof,0.5,269543.3444583873,0.0,0.5546265094664661,0.0,5.076532574417352,0.5
EDU,1980-1989,HR,separating_floor,1.1,221656.86894465252,0.0,3.256537288448429,0.0,3.9525078018777737,1.7854637997715563
EDU,1980-1989,HU,base_floor,0.8,913580.5140597495,0.0,0.0,0.29406087700198996,3.9877673715487125,0.27386581209894345
EDU,1980-1989,HU,exterior_wall,0.7,646195.5918392575,0.0,0.8296042454668056,0.0,4.480740347163244,0.7000000000000001
EDU,1980-1989,HU,light_exterior_wall,0.7,646195.5918392575,0.0,0.8296042454668056,0.0,4.480740347163244,0.7000000000000001
EDU,1980-1989,HU,light_partition_wall,0.7,525079.7663769855,0.0,1.2125212346885235,0.0,3.5682575009203843,0.904996493244214
EDU,1980-1989,HU,partition_wall,0.7,525079.7663769855,0.0,1.2125212346885235,0.0,3.5682575009203843,0.904996493244214
EDU,1980-1989,HU,roof,0.3,806249.0553235075,0.0,0.326840764682163,0.0,3.653108641491476,0.3
EDU,1980-1989,HU,separating_floor,0.8,689263.9090873419,0.0,1.3182685017117386,0.0,3.613149028621808,0.9658684398804763
EDU,1980-1989,IE,base_floor,1.1,1018354.3017511403,0.0,0.0,0.33056952386398664,4.099888184867686,0.3059047561826931
EDU,1980-1989,IE,exterior_wall,0.8,307422.32032341615,0.0,0.9424896510940272,0.0,5.291554264370201,0.8
EDU,1980-1989,IE,light_exterior_wall,0.8,307422.32032341615,0.0,0.9424896510940272,0.0,5.291554264370201,0.8
EDU,1980-1989,IE,light_partition_wall,0.8,290570.0229166561,0.0,2.901684114701866,0.0,3.921870193786527,1.6677567037279268
EDU,1980-1989,IE,partition_wall,0.8,290570.0229166561,0.0,2.901684114701866,0.0,3.921870193786527,1.6677567037279268
EDU,1980-1989,IE,roof,0.4,1380220.9411617941,0.0,0.44432988897523296,0.0,4.009302971396835,0.4
EDU,1980-1989,IE,separating_floor,1.1,731100.943650341,0.0,1.0502697283620568,0.0,3.484872485347695,0.8070432868672048
EDU,1980-1989,IT,base_floor,0.8,1064425.7819526796,0.0,0.0,0.2964347842083682,3.597122302158273,0.27386581209894345
EDU,1980-1989,IT,exterior_wall,0.47,953698.8900403286,0.0,0.5549717200580949,0.0,3.0696884592776432,0.47000000000000003
EDU,1980-1989,IT,light_exterior_wall,0.47,953698.8900403286,0.0,0.5549717200580949,0.0,3.0696884592776432,0.47000000000000003
EDU,1980-1989,IT,light_partition_wall,0.47,655144.2832415937,0.0,0.4739838341258276,0.0,2.8745298308920217,0.4068911782529651
EDU,1980-1989,IT,partition_wall,0.47,655144.2832415937,0.0,0.4739838341258276,0.0,2.8745298308920217,0.4068911782529651
EDU,1980-1989,IT,roof,1.05,1383752.631238076,0.0,1.2967765839199703,0.0,5.5176037834997365,1.05
EDU,1980-1989,IT,separating_floor,0.8,747600.0324195281,0.0,0.7836990595611285,0.0,3.2894736842105265,0.6329113924050632
EDU,1980-1989,LT,base_floor,0.7,1057564.793982253,0.0,0.0,0.28157155744257867,3.380009657170449,0.2599190151900048
EDU,1980-1989,LT,exterior_wall,0.5,943404.2114554252,0.0,0.5927682276229994,0.0,3.1948881789137373,0.5
EDU,1980-1989,LT,light_exterior_wall,0.5,943404.2114554252,0.0,0.5927682276229994,0.0,3.1948881789137373,0.5
EDU,1980-1989,LT,light_partition_wall,0.5,651778.319656558,0.0,0.5028916268544129,0.0,2.928257686676427,0.4291845493562232
EDU,1980-1989,LT,partition_wall,0.5,651778.319656558,0.0,0.5028916268544129,0.0,2.928257686676427,0.4291845493562232
EDU,1980-1989,LT,roof,1.0,1379588.103408438,0.0,1.2285012285012284,0.0,5.376344086021505,1.0
EDU,1980-1989,LT,separating_floor,0.7,745211.2429179626,0.0,0.691733781313306,0.0,3.195617438940881,0.5686433793663688
EDU,1980-1989,LU,base_floor,1.2,995616.2298527366,0.0,0.0,0.3394803164816406,4.231311706629055,0.31426654943738064
EDU,1980-1989,LU,exterior_wall,1.7,984302.24320594,0.0,2.401469134058482,0.0,5.819924683327628,1.6999999999999997
EDU,1980-1989,LU,light_exterior_wall,1.7,984302.24320594,0.0,2.401469134058482,0.0,5.819924683327628,1.6999999999999997
EDU,1980-1989,LU,light_partition_wall,1.7,664817.2736099161,0.0,1.5448225725839428,0.0,3.691238736293562,1.0890454836643177
EDU,1980-1989,LU,partition_wall,1.7,664817.2736099161,0.0,1.5448225725839428,0.0,3.691238736293562,1.0890454836643177
EDU,1980-1989,LU,roof,1.2,1411224.4160557722,0.0,1.506024096385542,0.0,5.905511811023622,1.2
EDU,1980-1989,LU,separating_floor,1.2,722549.200465586,0.0,1.1361484567316795,0.0,3.531489111241907,0.8595988538681948
EDU,1980-1989,LV,base_floor,1.0,1039146.1718249283,0.0,0.0,0.32058616709798937,3.952569169960474,0.2965347384866138
EDU,1980-1989,LV,exterior_wall,0.83,1012249.8325706958,0.0,1.0295084407288424,0.0,4.282986738221787,0.8300000000000001
EDU,1980-1989,LV,light_exterior_wall,0.83,1012249.8325706958,0.0,1.0295084407288424,0.0,4.282986738221787,0.8300000000000001
EDU,1980-1989,LV,light_partition_wall,0.83,673232.2883683804,0.0,0.8109784992989434,0.0,3.3141009003972925,0.6515425072611665
EDU,1980-1989,LV,partition_wall,0.83,673232.2883683804,0.0,0.8109784992989434,0.0,3.3141009003972925,0.6515425072611665
EDU,1980-1989,LV,roof,1.0,1379588.103408438,0.0,1.2285012285012284,0.0,5.376344086021505,1.0
EDU,1980-1989,LV,separating_floor,1.0,738681.4540106889,0.0,0.9629272989889264,0.0,3.430531732418525,0.7518796992481203
EDU,1980-1989,MT,base_floor,2.0,765788.0845298264,0.0,0.0,0.3871129565438752,4.926108374384236,0.35890851487083025
EDU,1980-1989,MT,exterior_wall,1.67,535739.8094612552,0.0,2.3478468697718227,0.0,5.784351078937341,1.67
EDU,1980-1989,MT,light_exterior_wall,1.67,535739.8094612552,0.0,2.3478468697718227,0.0,5.784351078937341,1.67
EDU,1980-1989,MT,light_partition_wall,1.67,460555.84511552716,0.0,1.5212311952595883,0.0,3.684053782773188,1.0766552769002642
EDU,1980-1989,MT,partition_wall,1.67,460555.84511552716,0.0,1.5212311952595883,0.0,3.684053782773188,1.0766552769002642
EDU,1980-1989,MT,roof,1.85,1055263.4237801835,0.0,2.4969631529221212,0.0,7.140100347356233,1.8499999999999999
EDU,1980-1989,MT,separating_floor,2.0,618767.7186393404,0.0,1.7746228926353154,0.0,3.7523452157598496,1.204819277108434
EDU,1980-1989,NL,base_floor,1.0,1039146.1718249283,0.0,0.0,0.32058616709798937,3.952569169960474,0.2965347384866138
EDU,1980-1989,NL,exterior_wall,1.6,1029886.2476723356,0.0,2.2246941045606228,0.0,5.698005698005698,1.6
EDU,1980-1989,NL,light_exterior_wall,1.6,1029886.2476723356,0.0,2.2246941045606228,0.0,5.698005698005698,1.6
EDU,1980-1989,NL,light_partition_wall,1.6,678345.9525417218,0.0,1.4657383657017222,0.0,3.6663611365719526,1.0471204188481675
EDU,1980-1989,NL,partition_wall,1.6,678345.9525417218,0.0,1.4657383657017222,0.0,3.6663611365719526,1.0471204188481675
EDU,1980-1989,NL,roof,1.2,1411224.4160557722,0.0,1.506024096385542,0.0,5.905511811023622,1.2
EDU,1980-1989,NL,separating_floor,1.0,738681.4540106889,0.0,0.9629272989889264,0.0,3.430531732418525,0.7518796992481203
EDU,1980-1989,NO,base_floor,1.1,1018354.3017511403,0.0,0.0,0.33056952386398664,4.099888184867686,0.3059047561826931
EDU,1980-1989,NO,exterior_wall,0.4,833307.8879670859,0.0,0.4679457182966776,0.0,2.7548209366391188,0.4
EDU,1980-1989,NO,light_exterior_wall,0.4,833307.8879670859,0.0,0.4679457182966776,0.0,2.7548209366391188,0.4
